id	tweet	subtask_a	subtask_b	subtask_c
23084	@USER @USER Me too! Jacks a sack! We conservatives tweet in a barrel!	OFF	TIN	GRP
97852	@USER @USER @USER @USER I am suggesting ways for our Climate Barbie to lead by example. Something liberals don't know how to do. 5 ethic code violations will prove that.	NOT		
60451	@USER @USER A voice from the frontline of domestic violence that the gun lobby cannot drown out. #cdnpoli URL	OFF	TIN	IND
49370	@USER Before long football players will receive about half of what they make now. Let them keep protesting. The players aren’t going to win this.	NOT		
18561	@USER A new hero. God bless him	NOT		
95191	@USER @USER Where does antifa fall on this report? Or did you only look at the right?	NOT		
27440	@USER @USER @USER @USER You liberals are so “ nice” and “ caring”	NOT		
22493	@USER I have backtraced your IP and have sent you information to AntiFa.	NOT		
50231	MAGA are PERVERTS AND DEMONS-PERIOD! NOTHING IS SACRED OR INNOCENT WITH THESE MUTTS OF SATAN URL	OFF	TIN	OTH
48281	@USER You do realize how ridiculously radical all these tweets sound right. Who are you trying to mobilize antifa?	OFF	TIN	IND
81253	@USER He looks like he’s been sucking on a lemon before he goes into those hearings.	OFF	TIN	IND
73212	- Is Colin really that hot?  - Yes he is! 😏 URL	NOT		
93754	@USER He is so brutal. Hopefully he sells the team...	OFF	TIN	IND
45586	@USER Keep getting yours	NOT		
27692	@USER I’m thankful that people who virulently demand gun control frequently don’t have guns. Mercifully it’s  natural selection in a way. They generally show violent tendencies verbally. Licensed gun owners are usually a very civil and polite group b/c they understand the alternative.	NOT		
81657	@USER How about just F*!k her @USER she is an instigating big mouth bitc* &amp; so is her evil friend. @USER MY OPINION!!! #teamtani	OFF	TIN	IND
78183	@USER @USER @USER No I don't know. But I know he is one heck of a patriot who preached the unity of the people of #Ethiopia when it was costly to do so.	NOT		
67006	@USER @USER That would be about how the Dems work. Still think Dr F was told long before it wasn’t ever going to this far because someone convinced her the conservatives would roll over immediately	NOT		
87281	@USER @USER @USER @USER @USER And you are who to speak for the rest of us?	NOT		
15922	@USER @USER needs serious psychiatric help. This guy is an anger management bi polar psych 101 case study. URL	OFF	TIN	IND
85133	@USER He got his chance and blew it	OFF	TIN	IND
25043	@USER @USER No kidding! Tell your sons to NEVER be alone with a woman unless you are dating and even then protect yourself somehow...geez I don't know turn your recorder on.	NOT		
24720	@USER @USER Liberals Demonuts will never learn. Conservatives always will find the Truth and blow their whole story.	NOT		
15876	"@USER But But But we need more gun control right? Oh wait... GUESS THAT DOESNT STOP CRIMINALS, only law abiding citizens. Which is known. So.... think on why they"" want to CONTROL you and disarm you."""	OFF	TIN	GRP
96063	@USER That’s right #WalkAwayFromDemocrats  #VoteRedToSaveAmerica  #VoteRed2018  #MCGA. #MAGA	NOT		
75167	@USER Ugh put your antifa mask back on before you scare the children	NOT		
75791	"@USER Now to get inner cities, i.e.#Chicago, to have policies that promote job growth there so that the #nuclearfamily returns. The lack of one is why @USER @USER have the daily killings, NOT a gun control"" issue. #twill"""	OFF	TIN	IND
92720	@USER @USER Tears of joy?	NOT		
92000	@USER She is full of it. She will go for it.	NOT		
44162	"Nearly Half a Trillion Dollars Already Repatriated; More Coming""  URL #TCOT #MAGA #RedNationRising"""	NOT		
48717	@USER Remember. People who make up stories don't ask the FBI to investigate those stories. #KAG #MAGA #KavanaughAccuser	NOT		
89738	@USER Time to take this twt down. Is there anyone in our team with an ounce of guts?. @USER @USER	NOT		
98644	10. New Gun Control Laws 11. Term Limits 12. Eliminate lifetime salaries for politicians 13. Same medical benefits as any other Federal Employee 14. Federal Holiday on Election Days 15. A review of Presidential powers of pardon	NOT		
75943	"@USER It's hard to believe you are 39.  I remember you as the cute first daughter"" in the White House.  I voted for your dad twice.  You have been a true force for good.  Thank you."""	NOT		
20399	@USER @USER Ha! I’ve met you both and neither of you are dull! Me on the other hand.....😌	NOT		
92033	@USER lol he thinks his ex girlfriend was an antifa infiltrator?	NOT		
21767	@USER @USER @USER He didn't pay a money for his accounts and stuff.  So he is now a stranger.  And everything it is because of his obsession for Sonic.  I hope that he dies there.	OFF	TIN	IND
97985	Are WE anywhere in this? Am I REALLY just asking @USER @USER (I see #SlimShady EVERYWHERE in this lol) #TheGreatAwakening #Qanon #MAGA - Time to ALL wake up to OURSELVES! #TheStorm #WWG1WGA #JesusIsBack #GodIsGreat @USER URL	NOT		
86850	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER MAGA-nificient Patriots!!  Please FB	NOT		
61361	@USER I think it’s ok to say “I disagree with Bernie on some military spending and find his record on gun control troubling” but still support him.	NOT		
95937	"29. @USER Listened To The Liberals; Democrats And Their Bed-Buddies In the MSM DEMAND Transparency"" From the @USER   Well, Your About To Get A YUGE Scoop Of ""Transparency"" From him. Like I Said In the Start of This Thread: Be Careful What You Wish For.  ~End. URL"	OFF	TIN	IND
16162	@USER If you want to #MAGA:  1. Stop Intellectual Property theft by China. 2. Pivot away from China and give business to other Asia countries. 3. Ask US business to move to other countries 4. Tax reciprocally 5. Make Xi look weak!  Demolish South China Sea. Xi is a crook!  @USER	OFF	TIN	IND
33337	"@USER It's called FDS or otherwise commonly known as not getting your way"". Antifa members hard at work. 😂"""	NOT		
29687	@USER @USER @USER @USER Woooow he is so awesome !!! URL	NOT		
30523	@USER @USER @USER @USER EVIL @USER MUST BE STOPPED! HE IS A MAJOR PART OF THE SWAMP IN DC! #MAGA #WWG1WGA #DrainTheSwamp  #QAnons  #DOWN_WITH_GOVERNMENT_CORRRUPTION	NOT		
13485	@USER @USER @USER @USER We have thousands of gun control laws. Which ones aren’t “sensible” enough for you?	NOT		
12796	@USER @USER   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @USER  come play with Grop	OFF	TIN	IND
36781	@USER @USER @USER @USER Reasonable gun control = use 2 hands.	NOT		
53866	"@USER @USER he/she is lying also. claiming I didn't know they were dating"" but when you look at her old tweets you can see her arguing with Careeeema and saying they're dating. Plus Tom and Z are too careful to hold hands in public. 😂"""	NOT		
60080	"@USER @USER @USER @USER Don't worry fellow #Antifa and #resist member, I have made an excellent plan to stop Russian influence for good. I call it General Plan Ost"". We will invade Russia's western border in three different army groups while cleansing the population all the way to Moscow!"""	NOT		
96110	@USER AS IT SHOULD BE!	NOT		
54858	@USER He is what the industry stands for. All about spreadsheets and no care for the human side.	OFF	TIN	IND
61374	@USER @USER Demorats hold Conservatives&amp;GOP to a higher standard than they hold themselves to	NOT		
77500	@USER Why I love ong seongwu? Bsc he is the reason of my smile and tears. He such a precious human being on earth and the ongly one that can brighten up my mood. Why I cry is bcs im so poor that I cant afford to spend much on him but thats encourage me to do better in life bcs of him💖	NOT		
22280	@USER @USER Yes as the Democrats and liberals continue to sabotage the November elections it would be the intelligent thing to do so say 20+Million Veterans URL	NOT		
55150	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So does antifa go to Church?	NOT		
19659	@USER @USER Dolt. You’ve become another nail for Hammer Trump.	OFF	TIN	IND
69284	But does he schmooze with Communist #Putin in Helsinki like your daddy?   . @USER @USER @USER #MAGA @USER @USER @USER @USER URL	OFF	TIN	IND
81801	@USER @USER @USER @USER @USER BS.  No we don't support gun control.  We support #2A that says SHALL NOT BE INFRINGED.  Go read some history and find out why.  You are part of the reason.	OFF	TIN	GRP
76865	@USER @USER That wench is on something.  She must be to spout her drivel.  Wanna bet someone gives her the beating first.  Let's see .. she is in a parking lot with no one else around and a few black women who are much better then her find her.  Or white people much brighter :)	OFF	TIN	IND
23241	@USER Another elitist who is out of touch with the patriotic Americans!	OFF	UNT	
56974	"@USER 🏴‍☠️ This Deplorable"" from the ""Dregs of Society"" says #PUBLIC_EXECUTIONS WILL MAKE CRIMINALS THINK HARDER ABOUT BEING POLITICIANS‼️ #MAGA #WWG1WGA #QAnon #DrainTheSwamp #DrainTheDeepState"""	OFF	TIN	GRP
93012	@ All the Tana Supporters that are saying she is innocent.  #Tana URL	NOT		
19145	@USER @USER I is glad the you worked hard but shame you are physical dementia the thing are you may not be simples to understand talk when write you cannot clearly :)	OFF	TIN	IND
96625	@USER He's just another JERK	NOT		
27997	@USER Croatian President's bikini photos worlds hottest president ever URL	NOT		
29510	@USER Look in the mirror lefties!  No bigger bullies than antifa and progressive leftist trying to “get in the faces” of the right	OFF	TIN	GRP
57970	@USER @USER @USER @USER both of you are going to have to take several seats when it comes to Kyle 😻	NOT		
20868	@USER had more substantial rape charges against him that were never investigated. #AnitaHill saying Judge Kavanaugh has burden — turning US Law of innocent until proven guilty on its head. #Conservatives and @USER must put an end to this side show now. @USER has come unglued	NOT		
95429	@USER @USER @USER @USER @USER @USER You have nothing you are isolating yourself from others and it's quite hilarious to watch. Also if you were around for the idea of #Anonymous years ago you would know it's in general about resistance. I don't support senseless violence actually I fought against Antifa like u.	NOT		
38643	@USER Doubtful. He's one of the least hateful people on this planet!! Maybe you're looking in a mirror.	NOT		
41255	@USER He is Jesus	NOT		
49578	50 year mandatory minimum for ANY crime committed with a gun will substantially reduce violence and put end to gun control babble. NO POLITICIANS will support this because they don't care. Why you ask ? Because they're politicians FIRST #TermLimits URL	NOT		
90956	@USER @USER Clearly you are not a weather person.  Worst conditions are due for tomorrow.	NOT		
47926	@USER Always been a lier	OFF	TIN	IND
32946	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Is the blind man  a fash that antifa needs to thrash? Beating up blind guys is over the top!	NOT		
81968	@USER He is compromising an active investigation. Sounds like obstruction of justice to me!	NOT		
